,Order_ID,Customer_Name,Email,City,Order_Date,Total_Spend
343,5035,Customer_35,user_35@provider.com,NY,2024-08-14,1009.42
344,5028,Customer_28,user_28@provider.com,new york city,2024-12-10,78.11
345,5170,Customer_170,user_170@provider.com,new york city,2024-05-19,695.1
346,5142,Customer_142,user_142@provider.com,CHI,02-Oct-24,431.58
347,5415,Customer_415,user_415@provider.com,Chicago,08/03/2024,
348,5353,Customer_353,user_353@provider.com,Los Angeles,2024-12-28,556.53
349,5221,Customer_221,user_221@provider.com,NY,2024-03-16,926.46
350,5095,Customer_95,user_95@provider.com,los angeles,01/16/2024,938.28
351,5051,Customer_51,user_51@provider.com,chicago,02/21/2024,640.41
352,5240,Customer_240,user_240@provider.com,los angeles,06-Aug-24,397.35
353,5386,Customer_386,user_386@provider.com,los angeles,05-Feb-24,1011.78
354,5351,Customer_351,user_351@provider.com,new york city,28-Feb-24,409.65
355,5394,Customer_394,user_394@provider.com,NYC,02-Oct-24,194.45
356,5178,Customer_178,user_178@provider.com,los angeles,14-Jun-24,473.58
357,5041,Customer_41,user_41@provider.com,chicago,18-Jul-24,839.85
358,5454,Customer_454,user_454@provider.com,Los Angeles,16-Oct-24,644.28
359,5403,Customer_403,user_403@provider.com,new york city,01/08/2024,260.7
360,5206,Customer_206,user_206@provider.com,NY,05/25/2024,158.81
361,5282,Customer_282,user_282@provider.com,chicago,05/27/2024,256.77
362,5358,Customer_358,user_358@provider.com,Los Angeles,06/22/2024,207.56
363,5254,Customer_254,user_254@provider.com,new york city,22-May-24,
364,5429,Customer_429,user_429@provider.com,Los Angeles,17-Feb-24,957.56
365,5004,Customer_4,user_4@provider.com,NYC,2024-11-10,467.52
366,5256,Customer_256,user_256@provider.com,Chicago,06/19/2024,795.6
367,5467,  Customer_467  ,user_467@provider.com,NY,09/22/2024,580.78
368,5100,Customer_100,user_100@provider.com,NYC,2024-01-17,89.77
369,5226,Customer_226,,los angeles,14-Mar-24,548.22
370,5444,Customer_444,user_444@provider.com,los angeles,10/02/2024,582.71
371,5213,Customer_213,user_213@provider.com,new york city,11-Jun-24,967.34
372,5439,Customer_439,user_439@provider.com,chicago,21-Nov-24,355.84
373,5171,Customer_171,user_171@provider.com,new york city,16-Mar-24,642.41
374,5098,Customer_98,user_98@provider.com,Los Angeles,09-Jun-24,763.61
375,5292,Customer_292,user_292@provider.com,chicago,05/19/2024,393.15
376,5215,Customer_215,user_215@provider.com,chicago,2024-06-28,740.16
377,5061,  Customer_61  ,user_61@provider.com,NY,2024-11-02,722.14
378,5047,Customer_47,user_47@provider.com,los angeles,12/06/2024,318.27
379,5032,  Customer_32  ,user_32@provider.com,new york city,05-Dec-24,459.27
380,5267,Customer_267,user_267@provider.com,Los Angeles,12/16/2024,
381,5327,Customer_327,user_327@provider.com,NYC,2024-02-22,920.17
382,5200,Customer_200,user_200@provider.com,NY,17-May-24,1023.86
383,5465,Customer_465,,chicago,11/21/2024,1123.01
384,5027,Customer_27,user_27@provider.com,New York,2024-05-15,46.6
385,5405,  Customer_405  ,user_405@provider.com,New York,2024-04-10,799.74
386,5230,Customer_230,user_230@provider.com,New York,02/28/2024,939.61
387,5260,  Customer_260  ,user_260@provider.com,New York,02/08/2024,682.89
388,5378,Customer_378,user_378@provider.com,NY,22-Oct-24,942.74
389,5288,Customer_288,user_288@provider.com,CHI,06/03/2024,1170.82
390,5162,Customer_162,user_162@provider.com,New York,05/23/2024,449.1
391,5391,Customer_391,user_391@provider.com,New York,05/24/2024,145.23
