,Order_Id,Customer_Name,Email,City,Order_Date,Total_Spend,Order_Day,Order_Month,Order_Year
250,5418,Customer_418,user_418@provider.com,Chicago,2024-07-10,307.13,10,7,2024
251,5059,Customer_59,user_59@provider.com,New York,2024-09-02,146.37,2,9,2024
252,5469,Customer_469,user_469@provider.com,Chicago,2024-11-20,1157.24,20,11,2024
253,5248,Customer_248,user_248@provider.com,New York,2024-10-28,667.75,28,10,2024
254,5111,Customer_111,user_111@provider.com,Chicago,2024-12-18,315.18,18,12,2024
255,5089,Customer_89,user_89@provider.com,New York,2024-08-14,886.2,14,8,2024
256,5461,Customer_461,user_461@provider.com,Los Angeles,2024-10-06,21.14,6,10,2024
257,5266,Customer_266,user_266@provider.com,Chicago,2024-12-02,786.59,2,12,2024
259,5150,Customer_150,user_150@provider.com,New York,2024-01-08,103.92,8,1,2024
260,5396,Customer_396,user_396@provider.com,Los Angeles,2024-11-14,501.3,14,11,2024
261,5038,Customer_38,user_38@provider.com,New York,2024-12-01,178.06,1,12,2024
262,5325,Customer_325,user_325@provider.com,New York,2024-03-05,1060.71,5,3,2024
263,5198,Customer_198,user_198@provider.com,New York,2024-08-04,657.47,4,8,2024
264,5302,Customer_302,user_302@provider.com,Chicago,2024-02-08,204.24,8,2,2024
265,5146,Customer_146,user_146@provider.com,Chicago,2024-04-06,1197.81,6,4,2024
266,5408,Customer_408,user_408@provider.com,Los Angeles,2024-01-16,220.22,16,1,2024
267,5147,Customer_147,user_147@provider.com,New York,2024-02-06,340.35,6,2,2024
268,5317,Customer_317,user_317@provider.com,Chicago,2024-02-22,74.89,22,2,2024
269,5296,Customer_296,user_296@provider.com,New York,2024-06-20,129.72,20,6,2024
270,5123,Customer_123,user_123@provider.com,Chicago,2024-01-23,473.17,23,1,2024
271,5382,Customer_382,user_382@provider.com,Los Angeles,2024-05-23,706.48,23,5,2024
272,5096,Customer_96,user_96@provider.com,Chicago,2024-03-16,565.58,16,3,2024
273,5143,Customer_143,user_143@provider.com,New York,2024-12-04,638.38,4,12,2024
274,5239,Customer_239,user_239@provider.com,New York,2024-12-28,210.12,28,12,2024
275,5321,Customer_321,user_321@provider.com,Chicago,2024-04-03,572.65,3,4,2024
276,5097,Customer_97,user_97@provider.com,New York,2024-06-26,638.38,26,6,2024
277,5471,Customer_471,user_471@provider.com,Los Angeles,2024-11-05,780.39,5,11,2024
278,5122,Customer_122,user_122@provider.com,Los Angeles,2024-06-06,1075.15,6,6,2024
279,5183,Customer_183,user_183@provider.com,Los Angeles,2024-02-25,1195.69,25,2,2024
280,5202,Customer_202,user_202@provider.com,New York,2024-08-08,1113.88,8,8,2024
281,5246,Customer_246,user_246@provider.com,Chicago,2024-11-26,311.97,26,11,2024
282,5316,Customer_316,user_316@provider.com,Los Angeles,2024-04-04,433.18,4,4,2024
284,5364,Customer_364,user_364@provider.com,Los Angeles,2024-09-02,645.82,2,9,2024
285,5310,Customer_310,user_310@provider.com,New York,2024-01-23,380.62,23,1,2024
286,5412,Customer_412,user_412@provider.com,New York,2024-11-26,929.81,26,11,2024
287,5496,Customer_496,user_496@provider.com,Chicago,2024-12-26,658.81,26,12,2024
288,5125,Customer_125,user_125@provider.com,Chicago,2024-01-18,603.0,18,1,2024
289,5489,Customer_489,user_489@provider.com,New York,2024-03-20,1053.94,20,3,2024
290,5223,Customer_223,user_223@provider.com,Los Angeles,2024-06-28,102.39,28,6,2024
292,5219,Customer_219,user_219@provider.com,Los Angeles,2024-08-23,866.86,23,8,2024
293,5129,Customer_129,user_129@provider.com,New York,2024-08-15,964.36,15,8,2024
294,5437,Customer_437,user_437@provider.com,Los Angeles,2024-10-25,638.38,25,10,2024
295,5298,Customer_298,user_298@provider.com,New York,2024-08-23,470.22,23,8,2024
296,5451,Customer_451,user_451@provider.com,Los Angeles,2024-09-26,710.39,26,9,2024
297,5392,Customer_392,user_392@provider.com,Los Angeles,2024-10-20,638.38,20,10,2024
298,5402,Customer_402,user_402@provider.com,New York,2024-09-22,178.63,22,9,2024
299,5368,Customer_368,user_368@provider.com,Los Angeles,2024-07-28,638.38,28,7,2024
300,5304,Customer_304,user_304@provider.com,Los Angeles,2024-06-22,699.56,22,6,2024
301,5294,Customer_294,user_294@provider.com,New York,2024-11-08,331.95,8,11,2024
302,5380,Customer_380,user_380@provider.com,Chicago,2024-11-27,699.5,27,11,2024
303,5354,Customer_354,user_354@provider.com,Chicago,2024-07-15,733.42,15,7,2024
304,5112,Customer_112,user_112@provider.com,Chicago,2024-06-23,907.65,23,6,2024
305,5179,Customer_179,user_179@provider.com,New York,2024-08-10,638.38,10,8,2024
306,5318,Customer_318,user_318@provider.com,Los Angeles,2024-11-21,638.38,21,11,2024
307,5424,Customer_424,user_424@provider.com,New York,2024-10-13,260.62,13,10,2024
308,5341,Customer_341,user_341@provider.com,Chicago,2024-07-22,481.78,22,7,2024
310,5373,Customer_373,user_373@provider.com,Chicago,2024-04-28,874.51,28,4,2024
311,5233,Customer_233,user_233@provider.com,New York,2024-12-25,1160.02,25,12,2024
312,5095,Customer_95,user_95@provider.com,Los Angeles,2024-01-16,938.28,16,1,2024
313,5322,Customer_322,user_322@provider.com,Chicago,2024-04-19,650.98,19,4,2024
314,5164,Customer_164,user_164@provider.com,Chicago,2024-08-15,687.18,15,8,2024
315,5136,Customer_136,user_136@provider.com,New York,2024-04-04,109.88,4,4,2024
316,5197,Customer_197,user_197@provider.com,Chicago,2024-04-27,638.38,27,4,2024
317,5258,Customer_258,user_258@provider.com,New York,2024-05-15,732.09,15,5,2024
318,5232,Customer_232,user_232@provider.com,Los Angeles,2024-07-11,230.63,11,7,2024
319,5115,Customer_115,user_115@provider.com,New York,2024-04-11,940.3,11,4,2024
320,5120,Customer_120,user_120@provider.com,New York,2024-10-10,1069.04,10,10,2024
321,5361,Customer_361,user_361@provider.com,Los Angeles,2024-02-03,369.59,3,2,2024
322,5224,Customer_224,user_224@provider.com,Los Angeles,2024-08-04,1167.27,4,8,2024
323,5441,Customer_441,user_441@provider.com,New York,2024-06-05,425.44,5,6,2024
324,5348,Customer_348,user_348@provider.com,New York,2024-10-17,607.59,17,10,2024
325,5127,Customer_127,user_127@provider.com,Chicago,2024-08-04,1110.31,4,8,2024
326,5285,Customer_285,user_285@provider.com,Chicago,2024-03-25,866.26,25,3,2024
327,5428,Customer_428,user_428@provider.com,New York,2024-02-17,1121.43,17,2,2024
328,5107,Customer_107,user_107@provider.com,Los Angeles,2024-07-23,1121.04,23,7,2024
329,5384,Customer_384,user_384@provider.com,Chicago,2024-03-28,760.39,28,3,2024
330,5336,Customer_336,user_336@provider.com,New York,2024-08-17,346.47,17,8,2024
331,5133,Customer_133,user_133@provider.com,New York,2024-10-21,989.47,21,10,2024
332,5377,Customer_377,user_377@provider.com,New York,2024-09-25,1160.98,25,9,2024
333,5044,Customer_44,user_44@provider.com,Chicago,2024-05-14,546.59,14,5,2024
